2026-03-28T23:14:50Z,146510585.4339469,146510585.4339469,16627970916.508022,16627970916.508022,0
2026-03-28T23:16:36Z,146510585.4339469,146510585.4339469,16627970916.508022,16627970916.508022,0
2026-03-28T23:19:48Z,146510585.4339469,146510585.4339469,16627970916.508022,16627970916.508022,0
2026-03-28T23:31:38Z,146510585.4339469,146510585.4339469,16627970916.508022,16627970916.508022,0
2026-03-28T23:46:42Z,146509123.03680038,146509123.03680038,16625020644.528656,16625020644.528656,0
2026-03-29T00:01:46Z,146509123.03680038,146509123.03680038,16625020644.528656,16625020644.528656,0
2026-03-29T00:16:50Z,146507663.2180763,146507663.2180763,16622075365.548435,16622075365.548435,0
2026-03-29T00:31:54Z,146507663.2180763,146507663.2180763,16622075365.548435,16622075365.548435,0
2026-03-29T00:46:57Z,146506199.79603022,146506199.79603022,16619126107.860382,16619126107.860382,0
2026-03-29T01:02:01Z,146506199.79603022,146506199.79603022,16619126107.860382,16619126107.860382,0
2026-03-29T01:17:05Z,146504736.79985216,146504736.79985216,16616177228.184027,16616177228.184027,0
2026-03-29T01:32:09Z,146504736.79985216,146504736.79985216,16616177228.184027,16616177228.184027,0
2026-03-29T01:47:13Z,146503263.6302479,146503263.6302479,16613207540.326786,16613207540.326786,0
2026-03-29T02:02:17Z,146503263.6302479,146503263.6302479,16613207540.326786,16613207540.326786,0
2026-03-29T02:17:20Z,146501797.33138338,146501797.33138338,16610256560.086908,16610256560.086908,0
2026-03-29T02:32:24Z,146501797.33138338,146501797.33138338,16610256560.086908,16610256560.086908,0
2026-03-29T02:47:28Z,146500329.83576232,146500329.83576232,16607310401.769787,16607310401.769787,0
2026-03-29T03:02:32Z,146500329.83576232,146500329.83576232,16607310401.769787,16607310401.769787,0
2026-03-29T03:17:36Z,146498871.12815714,146498871.12815714,16604383450.804375,16604383450.804375,0
2026-03-29T03:32:40Z,146498871.12815714,146498871.12815714,16604383450.804375,16604383450.804375,0
2026-03-29T04:09:36Z,146497406.46978176,146497406.46978176,16601379497.693798,16601379497.693798,0
2026-03-29T04:24:40Z,146495785.2070378,146495785.2070378,16598095667.427513,16598095667.427513,0
2026-03-29T04:39:45Z,146495785.2070378,146495785.2070378,16598095667.427513,16598095667.427513,0
2026-03-29T04:54:49Z,146494326.8729666,146494326.8729666,16595148892.973797,16595148892.973797,0
2026-03-29T05:09:53Z,146494326.8729666,146494326.8729666,16595148892.973797,16595148892.973797,0
2026-03-29T05:24:57Z,146492863.65609193,146492863.65609193,16592195232.080025,16592195232.080025,0
2026-03-29T05:40:02Z,146492863.65609193,146492863.65609193,16592195232.080025,16592195232.080025,0
2026-03-29T05:55:06Z,146491410.41711527,146491410.41711527,16589230495.904783,16589230495.904783,0
2026-03-29T06:10:11Z,146491410.41711527,146491410.41711527,16589230495.904783,16589230495.904783,0
2026-03-29T14:23:39Z,146491410.41711527,146491410.41711527,16589230495.904783,16589230495.904783,0
2026-03-29T14:38:43Z,146491410.41711527,146491410.41711527,16589230495.904783,16589230495.904783,0
2026-03-29T14:53:47Z,146491410.41711527,146491410.41711527,16589230495.904783,16589230495.904783,0
2026-03-29T15:08:52Z,146491410.41711527,146491410.41711527,16589230495.904783,16589230495.904783,0
2026-03-29T15:24:49Z,146491410.41711527,146491410.41711527,16589230495.904783,16589230495.904783,0
2026-03-29T15:39:54Z,146491410.41711527,146491410.41711527,16589230495.904783,16589230495.904783,0
2026-03-29T15:54:58Z,146491410.41711527,146491410.41711527,16589230495.904783,16589230495.904783,0
