2026-03-28T23:14:51Z,905290136.0561405,905290136.0561405,131726269939.43535,131726269939.43535,0
2026-03-28T23:16:37Z,905290136.0561405,905290136.0561405,131726269939.43535,131726269939.43535,0
2026-03-28T23:19:49Z,905286265.4442773,905286265.4442773,131690123553.86026,131690123553.86026,0
2026-03-28T23:31:39Z,905286265.4442773,905286265.4442773,131690123553.86026,131690123553.86026,0
2026-03-28T23:46:43Z,905286265.4442773,905286265.4442773,131690123553.86026,131690123553.86026,0
2026-03-29T00:01:47Z,905282394.1672043,905282394.1672043,131656910434.93164,131656910434.93164,0
2026-03-29T00:16:51Z,905282394.1672043,905282394.1672043,131656910434.93164,131656910434.93164,0
2026-03-29T00:31:55Z,905278514.2744642,905278514.2744642,131621419654.85532,131621419654.85532,0
2026-03-29T00:46:58Z,905278514.2744642,905278514.2744642,131621419654.85532,131621419654.85532,0
2026-03-29T01:02:02Z,905274624.2601659,905274624.2601659,131585716628.62325,131585716628.62325,0
2026-03-29T01:17:06Z,905274624.2601659,905274624.2601659,131585716628.62325,131585716628.62325,0
2026-03-29T01:32:10Z,905270850.4658568,905270850.4658568,131555610349.62662,131555610349.62662,0
2026-03-29T01:47:14Z,905270850.4658568,905270850.4658568,131555610349.62662,131555610349.62662,0
2026-03-29T02:02:17Z,905266941.1811688,905266941.1811688,131517363065.5781,131517363065.5781,0
2026-03-29T02:17:21Z,905266941.1811688,905266941.1811688,131517363065.5781,131517363065.5781,0
2026-03-29T02:32:25Z,905263115.2401228,905263115.2401228,131483084232.179,131483084232.179,0
